"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"15-19 years"	"15-19"	"Vermont"	"50"	"2006"	"2006"	48968
	"15-19 years"	"15-19"	"Vermont"	"50"	"2007"	"2007"	48510
	"15-19 years"	"15-19"	"Vermont"	"50"	"2008"	"2008"	47893
	"15-19 years"	"15-19"	"Vermont"	"50"	"2009"	"2009"	46797
	"15-19 years"	"15-19"	"Vermont"	"50"	"2010"	"2010"	46129
	"15-19 years"	"15-19"	"Vermont"	"50"	"2011"	"2011"	46198
	"15-19 years"	"15-19"	"Vermont"	"50"	"2012"	"2012"	45466
	"15-19 years"	"15-19"	"Vermont"	"50"	"2013"	"2013"	44752
	"15-19 years"	"15-19"	"Vermont"	"50"	"2014"	"2014"	43963
	"15-19 years"	"15-19"	"Vermont"	"50"	"2015"	"2015"	43603
	"15-19 years"	"15-19"	"Vermont"	"50"	"2016"	"2016"	42973
	"15-19 years"	"15-19"	"Vermont"	"50"	"2017"	"2017"	42276
	"15-19 years"	"15-19"	"Vermont"	"50"	"2018"	"2018"	42285
"Total"	"15-19 years"	"15-19"	"Vermont"	"50"			1288102
	"15-19 years"	"15-19"	"Virginia"	"51"	"1990"	"1990"	438288
	"15-19 years"	"15-19"	"Virginia"	"51"	"1991"	"1991"	419973
	"15-19 years"	"15-19"	"Virginia"	"51"	"1992"	"1992"	416927
	"15-19 years"	"15-19"	"Virginia"	"51"	"1993"	"1993"	420033
	"15-19 years"	"15-19"	"Virginia"	"51"	"1994"	"1994"	426594
	"15-19 years"	"15-19"	"Virginia"	"51"	"1995"	"1995"	436245
	"15-19 years"	"15-19"	"Virginia"	"51"	"1996"	"1996"	448758
	"15-19 years"	"15-19"	"Virginia"	"51"	"1997"	"1997"	459839
	"15-19 years"	"15-19"	"Virginia"	"51"	"1998"	"1998"	470314
	"15-19 years"	"15-19"	"Virginia"	"51"	"1999"	"1999"	478532
	"15-19 years"	"15-19"	"Virginia"	"51"	"2000"	"2000"	485807
	"15-19 years"	"15-19"	"Virginia"	"51"	"2001"	"2001"	498375
	"15-19 years"	"15-19"	"Virginia"	"51"	"2002"	"2002"	508385
	"15-19 years"	"15-19"	"Virginia"	"51"	"2003"	"2003"	514848
	"15-19 years"	"15-19"	"Virginia"	"51"	"2004"	"2004"	525374
	"15-19 years"	"15-19"	"Virginia"	"51"	"2005"	"2005"	535633
	"15-19 years"	"15-19"	"Virginia"	"51"	"2006"	"2006"	545414
	"15-19 years"	"15-19"	"Virginia"	"51"	"2007"	"2007"	550422
	"15-19 years"	"15-19"	"Virginia"	"51"	"2008"	"2008"	553537
	"15-19 years"	"15-19"	"Virginia"	"51"	"2009"	"2009"	553437
	"15-19 years"	"15-19"	"Virginia"	"51"	"2010"	"2010"	550367
	"15-19 years"	"15-19"	"Virginia"	"51"	"2011"	"2011"	545332
	"15-19 years"	"15-19"	"Virginia"	"51"	"2012"	"2012"	542155
	"15-19 years"	"15-19"	"Virginia"	"51"	"2013"	"2013"	537817
	"15-19 years"	"15-19"	"Virginia"	"51"	"2014"	"2014"	535543
	"15-19 years"	"15-19"	"Virginia"	"51"	"2015"	"2015"	536806
	"15-19 years"	"15-19"	"Virginia"	"51"	"2016"	"2016"	539046
	"15-19 years"	"15-19"	"Virginia"	"51"	"2017"	"2017"	540255
	"15-19 years"	"15-19"	"Virginia"	"51"	"2018"	"2018"	542284
"Total"	"15-19 years"	"15-19"	"Virginia"	"51"			14556340
	"15-19 years"	"15-19"	"Washington"	"53"	"1990"	"1990"	326714
	"15-19 years"	"15-19"	"Washington"	"53"	"1991"	"1991"	325401
	"15-19 years"	"15-19"	"Washington"	"53"	"1992"	"1992"	335109
	"15-19 years"	"15-19"	"Washington"	"53"	"1993"	"1993"	346101
	"15-19 years"	"15-19"	"Washington"	"53"	"1994"	"1994"	358872
	"15-19 years"	"15-19"	"Washington"	"53"	"1995"	"1995"	374037
	"15-19 years"	"15-19"	"Washington"	"53"	"1996"	"1996"	389223
	"15-19 years"	"15-19"	"Washington"	"53"	"1997"	"1997"	404326
	"15-19 years"	"15-19"	"Washington"	"53"	"1998"	"1998"	417673
	"15-19 years"	"15-19"	"Washington"	"53"	"1999"	"1999"	424735
	"15-19 years"	"15-19"	"Washington"	"53"	"2000"	"2000"	429985
	"15-19 years"	"15-19"	"Washington"	"53"	"2001"	"2001"	433505
	"15-19 years"	"15-19"	"Washington"	"53"	"2002"	"2002"	435089
	"15-19 years"	"15-19"	"Washington"	"53"	"2003"	"2003"	437452
	"15-19 years"	"15-19"	"Washington"	"53"	"2004"	"2004"	442830
	"15-19 years"	"15-19"	"Washington"	"53"	"2005"	"2005"	448667
	"15-19 years"	"15-19"	"Washington"	"53"	"2006"	"2006"	455515
	"15-19 years"	"15-19"	"Washington"	"53"	"2007"	"2007"	461453
	"15-19 years"	"15-19"	"Washington"	"53"	"2008"	"2008"	465642
	"15-19 years"	"15-19"	"Washington"	"53"	"2009"	"2009"	465685
	"15-19 years"	"15-19"	"Washington"	"53"	"2010"	"2010"	459546
	"15-19 years"	"15-19"	"Washington"	"53"	"2011"	"2011"	449137
	"15-19 years"	"15-19"	"Washington"	"53"	"2012"	"2012"	442185
	"15-19 years"	"15-19"	"Washington"	"53"	"2013"	"2013"	439394
	"15-19 years"	"15-19"	"Washington"	"53"	"2014"	"2014"	439046
	"15-19 years"	"15-19"	"Washington"	"53"	"2015"	"2015"	441468
	"15-19 years"	"15-19"	"Washington"	"53"	"2016"	"2016"	444897
	"15-19 years"	"15-19"	"Washington"	"53"	"2017"	"2017"	446003
	"15-19 years"	"15-19"	"Washington"	"53"	"2018"	"2018"	447049
"Total"	"15-19 years"	"15-19"	"Washington"	"53"			12186739
	"15-19 years"	"15-19"	"West Virginia"	"54"	"1990"	"1990"	141173
	"15-19 years"	"15-19"	"West Virginia"	"54"	"1991"	"1991"	138090
	"15-19 years"	"15-19"	"West Virginia"	"54"	"1992"	"1992"	137332
	"15-19 years"	"15-19"	"West Virginia"	"54"	"1993"	"1993"	138422
	"15-19 years"	"15-19"	"West Virginia"	"54"	"1994"	"1994"	139343
	"15-19 years"	"15-19"	"West Virginia"	"54"	"1995"	"1995"	139978
	"15-19 years"	"15-19"	"West Virginia"	"54"	"1996"	"1996"	139414
	"15-19 years"	"15-19"	"West Virginia"	"54"	"1997"	"1997"	136968
	"15-19 years"	"15-19"	"West Virginia"	"54"	"1998"	"1998"	133877
	"15-19 years"	"15-19"	"West Virginia"	"54"	"1999"	"1999"	129301
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2000"	"2000"	125735
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2001"	"2001"	122425
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2002"	"2002"	120830
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2003"	"2003"	119365
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2004"	"2004"	119335
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2005"	"2005"	119757
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2006"	"2006"	120417
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2007"	"2007"	121325
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2008"	"2008"	121453
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2009"	"2009"	121260
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2010"	"2010"	119231
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2011"	"2011"	116325
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2012"	"2012"	113813
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2013"	"2013"	112343
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2014"	"2014"	111169
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2015"	"2015"	110336
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2016"	"2016"	109324
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2017"	"2017"	108025
	"15-19 years"	"15-19"	"West Virginia"	"54"	"2018"	"2018"	107227
"Total"	"15-19 years"	"15-19"	"West Virginia"	"54"			3593593
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"1990"	"1990"	347151
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"1991"	"1991"	339878
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"1992"	"1992"	343621
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"1993"	"1993"	352422
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"1994"	"1994"	363460
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"1995"	"1995"	375722
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"1996"	"1996"	387619
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"1997"	"1997"	397308
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"1998"	"1998"	404697
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"1999"	"1999"	407067
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2000"	"2000"	408587
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2001"	"2001"	415104
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2002"	"2002"	416509
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2003"	"2003"	415257
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2004"	"2004"	415552
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2005"	"2005"	415890
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2006"	"2006"	414706
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2007"	"2007"	412836
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2008"	"2008"	410087
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2009"	"2009"	404881
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2010"	"2010"	399299
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2011"	"2011"	396542
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2012"	"2012"	390853
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2013"	"2013"	386575
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2014"	"2014"	383397
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2015"	"2015"	382644
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2016"	"2016"	381456
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2017"	"2017"	379428
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2018"	"2018"	378418
"Total"	"15-19 years"	"15-19"	"Wisconsin"	"55"			11326966
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1990"	"1990"	34994
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1991"	"1991"	35603
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1992"	"1992"	36793
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1993"	"1993"	38015
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1994"	"1994"	39444
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1995"	"1995"	40835
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1996"	"1996"	41952
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1997"	"1997"	42542
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1998"	"1998"	42859
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1999"	"1999"	42523
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2000"	"2000"	42004
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2001"	"2001"	41632
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2002"	"2002"	40947
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2003"	"2003"	40157
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2004"	"2004"	39553
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2005"	"2005"	38916
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2006"	"2006"	38760
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2007"	"2007"	38640
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2008"	"2008"	38839
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2009"	"2009"	39062
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2010"	"2010"	37871
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2011"	"2011"	36882
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2012"	"2012"	36879
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2013"	"2013"	37312
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2014"	"2014"	36542
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2015"	"2015"	36792
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2016"	"2016"	36448
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2017"	"2017"	36239
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2018"	"2018"	36313
"Total"	"15-19 years"	"15-19"	"Wyoming"	"56"			1125348
"Total"	"15-19 years"	"15-19"					588944058
	"20-24 years"	"20-24"	"Alabama"	"01"	"1990"	"1990"	310351
	"20-24 years"	"20-24"	"Alabama"	"01"	"1991"	"1991"	319230
	"20-24 years"	"20-24"	"Alabama"	"01"	"1992"	"1992"	326365
	"20-24 years"	"20-24"	"Alabama"	"01"	"1993"	"1993"	329027
	"20-24 years"	"20-24"	"Alabama"	"01"	"1994"	"1994"	325992
	"20-24 years"	"20-24"	"Alabama"	"01"	"1995"	"1995"	318917
	"20-24 years"	"20-24"	"Alabama"	"01"	"1996"	"1996"	309253
	"20-24 years"	"20-24"	"Alabama"	"01"	"1997"	"1997"	304951
	"20-24 years"	"20-24"	"Alabama"	"01"	"1998"	"1998"	305838
	"20-24 years"	"20-24"	"Alabama"	"01"	"1999"	"1999"	306182
	"20-24 years"	"20-24"	"Alabama"	"01"	"2000"	"2000"	309170
	"20-24 years"	"20-24"	"Alabama"	"01"	"2001"	"2001"	318741
	"20-24 years"	"20-24"	"Alabama"	"01"	"2002"	"2002"	322812
	"20-24 years"	"20-24"	"Alabama"	"01"	"2003"	"2003"	326983
	"20-24 years"	"20-24"	"Alabama"	"01"	"2004"	"2004"	326749
	"20-24 years"	"20-24"	"Alabama"	"01"	"2005"	"2005"	326727
	"20-24 years"	"20-24"	"Alabama"	"01"	"2006"	"2006"	326239
	"20-24 years"	"20-24"	"Alabama"	"01"	"2007"	"2007"	327293
	"20-24 years"	"20-24"	"Alabama"	"01"	"2008"	"2008"	328751
	"20-24 years"	"20-24"	"Alabama"	"01"	"2009"	"2009"	332117
	"20-24 years"	"20-24"	"Alabama"	"01"	"2010"	"2010"	337743
	"20-24 years"	"20-24"	"Alabama"	"01"	"2011"	"2011"	346701
	"20-24 years"	"20-24"	"Alabama"	"01"	"2012"	"2012"	353620
	"20-24 years"	"20-24"	"Alabama"	"01"	"2013"	"2013"	357220
	"20-24 years"	"20-24"	"Alabama"	"01"	"2014"	"2014"	354661
	"20-24 years"	"20-24"	"Alabama"	"01"	"2015"	"2015"	346351
	"20-24 years"	"20-24"	"Alabama"	"01"	"2016"	"2016"	336521
	"20-24 years"	"20-24"	"Alabama"	"01"	"2017"	"2017"	329518
	"20-24 years"	"20-24"	"Alabama"	"01"	"2018"	"2018"	325220
"Total"	"20-24 years"	"20-24"	"Alabama"	"01"			9489243
	"20-24 years"	"20-24"	"Alaska"	"02"	"1990"	"1990"	40736
	"20-24 years"	"20-24"	"Alaska"	"02"	"1991"	"1991"	38601
	"20-24 years"	"20-24"	"Alaska"	"02"	"1992"	"1992"	38312
	"20-24 years"	"20-24"	"Alaska"	"02"	"1993"	"1993"	38478
	"20-24 years"	"20-24"	"Alaska"	"02"	"1994"	"1994"	38131
	"20-24 years"	"20-24"	"Alaska"	"02"	"1995"	"1995"	37829
	"20-24 years"	"20-24"	"Alaska"	"02"	"1996"	"1996"	38156
	"20-24 years"	"20-24"	"Alaska"	"02"	"1997"	"1997"	38523
	"20-24 years"	"20-24"	"Alaska"	"02"	"1998"	"1998"	38693
	"20-24 years"	"20-24"	"Alaska"	"02"	"1999"	"1999"	39451
	"20-24 years"	"20-24"	"Alaska"	"02"	"2000"	"2000"	40231
	"20-24 years"	"20-24"	"Alaska"	"02"	"2001"	"2001"	42602
	"20-24 years"	"20-24"	"Alaska"	"02"	"2002"	"2002"	45284
	"20-24 years"	"20-24"	"Alaska"	"02"	"2003"	"2003"	47733
	"20-24 years"	"20-24"	"Alaska"	"02"	"2004"	"2004"	50900
	"20-24 years"	"20-24"	"Alaska"	"02"	"2005"	"2005"	53117
	"20-24 years"	"20-24"	"Alaska"	"02"	"2006"	"2006"	54081
	"20-24 years"	"20-24"	"Alaska"	"02"	"2007"	"2007"	54082
	"20-24 years"	"20-24"	"Alaska"	"02"	"2008"	"2008"	54291
	"20-24 years"	"20-24"	"Alaska"	"02"	"2009"	"2009"	52242
	"20-24 years"	"20-24"	"Alaska"	"02"	"2010"	"2010"	54973
	"20-24 years"	"20-24"	"Alaska"	"02"	"2011"	"2011"	56355
	"20-24 years"	"20-24"	"Alaska"	"02"	"2012"	"2012"	58781
	"20-24 years"	"20-24"	"Alaska"	"02"	"2013"	"2013"	60984
	"20-24 years"	"20-24"	"Alaska"	"02"	"2014"	"2014"	60344
	"20-24 years"	"20-24"	"Alaska"	"02"	"2015"	"2015"	59289
	"20-24 years"	"20-24"	"Alaska"	"02"	"2016"	"2016"	57082
	"20-24 years"	"20-24"	"Alaska"	"02"	"2017"	"2017"	54563
	"20-24 years"	"20-24"	"Alaska"	"02"	"2018"	"2018"	53000
"Total"	"20-24 years"	"20-24"	"Alaska"	"02"			1396844
	"20-24 years"	"20-24"	"Arizona"	"04"	"1990"	"1990"	280256
	"20-24 years"	"20-24"	"Arizona"	"04"	"1991"	"1991"	286523
	"20-24 years"	"20-24"	"Arizona"	"04"	"1992"	"1992"	292381
	"20-24 years"	"20-24"	"Arizona"	"04"	"1993"	"1993"	297158
	"20-24 years"	"20-24"	"Arizona"	"04"	"1994"	"1994"	306206
	"20-24 years"	"20-24"	"Arizona"	"04"	"1995"	"1995"	311990
	"20-24 years"	"20-24"	"Arizona"	"04"	"1996"	"1996"	313661
	"20-24 years"	"20-24"	"Arizona"	"04"	"1997"	"1997"	325382
	"20-24 years"	"20-24"	"Arizona"	"04"	"1998"	"1998"	336548
	"20-24 years"	"20-24"	"Arizona"	"04"	"1999"	"1999"	350911
	"20-24 years"	"20-24"	"Arizona"	"04"	"2000"	"2000"	367199
	"20-24 years"	"20-24"	"Arizona"	"04"	"2001"	"2001"	388395
	"20-24 years"	"20-24"	"Arizona"	"04"	"2002"	"2002"	401696
	"20-24 years"	"20-24"	"Arizona"	"04"	"2003"	"2003"	407205
	"20-24 years"	"20-24"	"Arizona"	"04"	"2004"	"2004"	411699
	"20-24 years"	"20-24"	"Arizona"	"04"	"2005"	"2005"	415766
	"20-24 years"	"20-24"	"Arizona"	"04"	"2006"	"2006"	421518
	"20-24 years"	"20-24"	"Arizona"	"04"	"2007"	"2007"	428652
	"20-24 years"	"20-24"	"Arizona"	"04"	"2008"	"2008"	435282
	"20-24 years"	"20-24"	"Arizona"	"04"	"2009"	"2009"	438897
	"20-24 years"	"20-24"	"Arizona"	"04"	"2010"	"2010"	446792
	"20-24 years"	"20-24"	"Arizona"	"04"	"2011"	"2011"	464412
	"20-24 years"	"20-24"	"Arizona"	"04"	"2012"	"2012"	480063
	"20-24 years"	"20-24"	"Arizona"	"04"	"2013"	"2013"	487421
	"20-24 years"	"20-24"	"Arizona"	"04"	"2014"	"2014"	494075
	"20-24 years"	"20-24"	"Arizona"	"04"	"2015"	"2015"	491861
	"20-24 years"	"20-24"	"Arizona"	"04"	"2016"	"2016"	489619
	"20-24 years"	"20-24"	"Arizona"	"04"	"2017"	"2017"	486956
	"20-24 years"	"20-24"	"Arizona"	"04"	"2018"	"2018"	492176
"Total"	"20-24 years"	"20-24"	"Arizona"	"04"			11550700
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1990"	"1990"	164769
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1991"	"1991"	168570
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1992"	"1992"	171664
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1993"	"1993"	175577
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1994"	"1994"	177428
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1995"	"1995"	177873
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1996"	"1996"	176563
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1997"	"1997"	177351
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1998"	"1998"	178136
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1999"	"1999"	179622
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2000"	"2000"	183343
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2001"	"2001"	190858
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2002"	"2002"	195427
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2003"	"2003"	197774
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2004"	"2004"	197763
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2005"	"2005"	196465
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2006"	"2006"	195078
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2007"	"2007"	195065
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2008"	"2008"	195965
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2009"	"2009"	197338
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2010"	"2010"	201530
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2011"	"2011"	208061
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2012"	"2012"	211553
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2013"	"2013"	213024
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2014"	"2014"	212712
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2015"	"2015"	209028
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2016"	"2016"	205074
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2017"	"2017"	202590
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2018"	"2018"	201638
"Total"	"20-24 years"	"20-24"	"Arkansas"	"05"			5557839
	"20-24 years"	"20-24"	"California"	"06"	"1990"	"1990"	2517089
	"20-24 years"	"20-24"	"California"	"06"	"1991"	"1991"	2476628
	"20-24 years"	"20-24"	"California"	"06"	"1992"	"1992"	2428532
	"20-24 years"	"20-24"	"California"	"06"	"1993"	"1993"	2353487
	"20-24 years"	"20-24"	"California"	"06"	"1994"	"1994"	2259300
	"20-24 years"	"20-24"	"California"	"06"	"1995"	"1995"	2182162
	"20-24 years"	"20-24"	"California"	"06"	"1996"	"1996"	2126179
	"20-24 years"	"20-24"	"California"	"06"	"1997"	"1997"	2156819
	"20-24 years"	"20-24"	"California"	"06"	"1998"	"1998"	2213601
	"20-24 years"	"20-24"	"California"	"06"	"1999"	"1999"	2303169
	"20-24 years"	"20-24"	"California"	"06"	"2000"	"2000"	2402521
	"20-24 years"	"20-24"	"California"	"06"	"2001"	"2001"	2500519
	"20-24 years"	"20-24"	"California"	"06"	"2002"	"2002"	2567429
	"20-24 years"	"20-24"	"California"	"06"	"2003"	"2003"	2605156
	"20-24 years"	"20-24"	"California"	"06"	"2004"	"2004"	2636763
	"20-24 years"	"20-24"	"California"	"06"	"2005"	"2005"	2648417
	"20-24 years"	"20-24"	"California"	"06"	"2006"	"2006"	2645442
	"20-24 years"	"20-24"	"California"	"06"	"2007"	"2007"	2658718
	"20-24 years"	"20-24"	"California"	"06"	"2008"	"2008"	2685532
	"20-24 years"	"20-24"	"California"	"06"	"2009"	"2009"	2725786
	"20-24 years"	"20-24"	"California"	"06"	"2010"	"2010"	2784917
	"20-24 years"	"20-24"	"California"	"06"	"2011"	"2011"	2859303
	"20-24 years"	"20-24"	"California"	"06"	"2012"	"2012"	2909639
	"20-24 years"	"20-24"	"California"	"06"	"2013"	"2013"	2920741
	"20-24 years"	"20-24"	"California"	"06"	"2014"	"2014"	2917342
	"20-24 years"	"20-24"	"California"	"06"	"2015"	"2015"	2872764
	"20-24 years"	"20-24"	"California"	"06"	"2016"	"2016"	2809128
	"20-24 years"	"20-24"	"California"	"06"	"2017"	"2017"	2756444
	"20-24 years"	"20-24"	"California"	"06"	"2018"	"2018"	2711800
"Total"	"20-24 years"	"20-24"	"California"	"06"			74635327
	"20-24 years"	"20-24"	"Colorado"	"08"	"1990"	"1990"	239225
	"20-24 years"	"20-24"	"Colorado"	"08"	"1991"	"1991"	244693
	"20-24 years"	"20-24"	"Colorado"	"08"	"1992"	"1992"	250562
	"20-24 years"	"20-24"	"Colorado"	"08"	"1993"	"1993"	255681
	"20-24 years"	"20-24"	"Colorado"	"08"	"1994"	"1994"	258267
	"20-24 years"	"20-24"	"Colorado"	"08"	"1995"	"1995"	260742
	"20-24 years"	"20-24"	"Colorado"	"08"	"1996"	"1996"	261793
	"20-24 years"	"20-24"	"Colorado"	"08"	"1997"	"1997"	269316
	"20-24 years"	"20-24"	"Colorado"	"08"	"1998"	"1998"	279859
	"20-24 years"	"20-24"	"Colorado"	"08"	"1999"	"1999"	294419
	"20-24 years"	"20-24"	"Colorado"	"08"	"2000"	"2000"	309098
	"20-24 years"	"20-24"	"Colorado"	"08"	"2001"	"2001"	323532
	"20-24 years"	"20-24"	"Colorado"	"08"	"2002"	"2002"	332961
	"20-24 years"	"20-24"	"Colorado"	"08"	"2003"	"2003"	334835
	"20-24 years"	"20-24"	"Colorado"	"08"	"2004"	"2004"	338785
	"20-24 years"	"20-24"	"Colorado"	"08"	"2005"	"2005"	339556
	"20-24 years"	"20-24"	"Colorado"	"08"	"2006"	"2006"	343668
	"20-24 years"	"20-24"	"Colorado"	"08"	"2007"	"2007"	341920
	"20-24 years"	"20-24"	"Colorado"	"08"	"2008"	"2008"	343707
	"20-24 years"	"20-24"	"Colorado"	"08"	"2009"	"2009"	345713
	"20-24 years"	"20-24"	"Colorado"	"08"	"2010"	"2010"	350214
	"20-24 years"	"20-24"	"Colorado"	"08"	"2011"	"2011"	356190
	"20-24 years"	"20-24"	"Colorado"	"08"	"2012"	"2012"	362974
	"20-24 years"	"20-24"	"Colorado"	"08"	"2013"	"2013"	370288
	"20-24 years"	"20-24"	"Colorado"	"08"	"2014"	"2014"	376479
	"20-24 years"	"20-24"	"Colorado"	"08"	"2015"	"2015"	380534
	"20-24 years"	"20-24"	"Colorado"	"08"	"2016"	"2016"	381331
	"20-24 years"	"20-24"	"Colorado"	"08"	"2017"	"2017"	379063
	"20-24 years"	"20-24"	"Colorado"	"08"	"2018"	"2018"	378514
"Total"	"20-24 years"	"20-24"	"Colorado"	"08"			9303919
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1990"	"1990"	251597
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1991"	"1991"	243543
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1992"	"1992"	232055
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1993"	"1993"	221403
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1994"	"1994"	210049
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1995"	"1995"	199199
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1996"	"1996"	189779
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1997"	"1997"	186129
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1998"	"1998"	184512
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1999"	"1999"	185894
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2000"	"2000"	188617
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2001"	"2001"	189619
